,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
227,75,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
228,76,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
229,76,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
230,76,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
231,77,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
232,77,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
233,77,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
234,78,0,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
235,78,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
236,78,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
237,79,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
238,79,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
239,79,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
240,80,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
241,80,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
242,80,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
243,81,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
244,81,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
245,81,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
246,82,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
247,82,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
248,82,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
249,83,0,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 885.0, 180)"
250,83,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
251,83,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
252,84,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
253,84,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
254,84,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
255,85,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
256,85,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
257,85,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
258,86,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
259,86,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
260,86,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
261,87,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
262,87,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
263,87,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
264,88,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
265,88,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
266,88,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
267,89,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
268,89,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
269,89,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
270,90,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
271,90,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
272,90,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
273,91,0,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1497.0, 885.0, 180)"
274,91,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
275,91,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
276,92,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
277,92,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
278,92,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
279,93,0,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 885.0, 180)"
280,93,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
281,93,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
282,94,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
283,94,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
284,94,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
285,95,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
286,95,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
287,95,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
288,96,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
289,96,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
290,96,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
291,97,0,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 885.0, 180)"
292,97,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 1164.0, 180)"
293,97,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
294,98,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1482.5, 885.0, 180)"
295,98,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
296,98,2,XM5,-3169.1411976635272,2985.0,33907.98067695824,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
297,99,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1497, 1164, 180)","(1857.5, 885.0, 180)"
298,99,1,XM5,0.0,0.0,0.0,"(1497, 1164, 180)","(1843.0, 1164.0, 180)"
299,99,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(1497, 1164, 180)","(1497.0, 1164.0, 180)"
